rowid,product_id,customer_id,price,quantity
3183,7611,62916,4441,3
3184,6492,11322,3988,1
3185,6537,76204,4389,1
3186,6886,2538,2067,3
3187,6721,77347,4927,4
3188,7577,18830,631,2
3189,7515,72532,1044,4
3190,5741,7208,676,5
3191,7372,3676,1262,5
3192,8839,8808,1870,2
3193,8479,76118,3018,3
3194,8535,26418,3694,5
3195,6625,28542,4920,5
3196,7304,119,2824,4
3197,7933,24842,869,4
3198,8304,50542,584,2
3199,7119,13106,665,4
3200,6524,29825,1240,4
3201,8867,33633,1358,3
3202,7112,72625,4023,1
3203,6198,88811,2294,2
3204,8253,75175,147,5
3205,5944,47994,2460,2
3206,6053,535,3942,4
3207,8125,6788,4915,5
3208,6909,49932,2504,1
3209,6654,40527,4580,4
3210,6517,8081,2010,4
3211,8100,89353,4239,2
3212,8974,53217,2435,3
3213,7175,32411,828,3
3214,7225,20994,1931,1
3215,8542,15369,3100,3
3216,8841,61968,1212,5
3217,6984,55376,1270,4
3218,6492,68889,3988,1
3219,8454,73685,442,1
3220,5946,13034,53,3
3221,8495,539,4678,3
3222,7155,46458,1666,2
3223,8359,50426,2598,1
3224,6775,65315,1934,4
3225,6930,30279,201,1
3226,8714,54517,675,3
3227,6227,47175,4424,3
3228,6125,8580,2037,5
3229,8020,46672,2713,4
3230,7240,83524,2832,1
3231,8038,5805,2385,3
3232,8015,63507,2149,4
3233,6067,11611,4192,3
3234,7404,76823,1327,2
3235,8191,41499,2834,4
3236,5999,29784,2550,4
3237,6924,5543,4842,5
3238,8251,76091,3772,4
3239,5659,63365,4661,2
3240,8538,84729,1747,1
3241,7471,28542,1064,3
3242,6156,19212,3236,2
3243,8901,78190,2781,3
3244,7658,41286,1412,3
3245,8007,10937,2762,4
3246,6193,29040,998,3
3247,7754,63797,4860,2
3248,8490,27282,4686,1
3249,7533,8279,640,3
3250,6821,79610,4364,4
3251,5980,88232,3621,4
3252,6582,43942,3224,2
3253,7905,12920,542,5
3254,7067,79862,1717,3
3255,7995,21489,4563,4
3256,8825,46660,3493,2
3257,7482,47343,404,5
3258,6885,7040,1619,1
3259,8000,19419,842,3
3260,8117,41123,504,1
3261,8408,65540,863,4
3262,6421,86905,2415,5
3263,7585,56481,2913,4
3264,5819,73466,4338,2
3265,6898,32109,2377,1
3266,7339,4958,2567,1
3267,6449,83650,4156,4
3268,7676,19287,3049,3
3269,7080,56454,2762,2
3270,5731,32519,723,1
3271,6055,20994,389,1
3272,8613,27533,1819,5
3273,7455,5100,4581,2
3274,8866,4244,696,3
3275,6655,86059,584,2
3276,8328,74883,3511,5
3277,6833,24066,4740,4
3278,8992,84292,4953,4
3279,8102,6200,4553,2
3280,5618,56375,1932,2
3281,7046,78895,1539,1
3282,8774,42615,2117,5
3283,8674,11969,4642,2
3284,8239,62732,3272,4
3285,7949,54618,4503,2
3286,7611,70931,4441,3
3287,8005,20434,1411,3
3288,5752,25296,4436,5
3289,8835,19522,3662,4
3290,6792,35897,2139,4
3291,6030,61138,3859,5
3292,8563,34256,2780,4
3293,5677,66293,1387,2
3294,6169,2462,4172,2
3295,8063,9641,2599,5
3296,5943,23838,3072,5
3297,6220,81309,3033,5
3298,8664,50724,429,2
3299,7707,82051,3882,1
3300,6862,30084,2248,1
3301,8676,11378,2489,2
3302,5906,29771,1392,3
3303,8950,57782,2935,4
3304,8295,46631,3309,3
3305,7472,17899,4840,1
3306,6292,12130,3433,2
3307,8239,42203,3272,2
3308,8946,738,583,1
3309,8331,14349,522,5
3310,8347,79732,4417,5
3311,6985,35832,2823,2
3312,7641,84362,1676,1
3313,8492,75284,3710,5
3314,8613,60137,1819,5
3315,5967,65866,4143,4
3316,7915,82955,1328,2
3317,5987,6438,3772,4
3318,7735,60081,4125,3
3319,6423,65772,3064,5
3320,6840,84633,4501,2
3321,5852,88053,1306,1
3322,7348,24387,3009,5
3323,8397,54935,3703,1
3324,8325,56929,679,2
3325,7925,8893,3955,2
3326,8544,53592,836,5
3327,6949,2568,833,3
3328,6695,19075,4368,3
3329,6513,49827,3493,1
3330,7746,22172,4930,2
3331,5970,75289,1622,4
3332,8139,52702,2139,1
3333,6301,22270,2584,3
3334,8725,58789,2917,1
3335,6855,81629,950,1
3336,8456,75738,1307,3
3337,6969,35805,4436,1
3338,7252,54283,116,4
3339,6543,5546,2463,1
3340,8493,70601,2956,2
3341,6949,9583,833,3
3342,6312,47499,4729,5
3343,8065,11651,3283,2
3344,6823,53152,2489,5
3345,7413,51833,2466,3
3346,7198,61041,373,5
3347,6889,16067,4294,3
3348,7389,45549,3255,2
3349,8838,16192,4229,2
3350,6483,38342,1665,5
3351,7768,16872,4255,3
3352,6472,66417,4821,2
3353,7254,84166,4702,5
3354,6647,38511,1982,2
3355,7500,31752,2510,2
3356,6002,71741,3047,5
3357,8578,2327,2926,2
3358,7591,23187,1021,3
3359,5870,63419,1799,1
3360,8560,59578,4187,5
3361,7378,75633,2987,5
3362,7464,64884,991,5
3363,8155,79493,3246,5
3364,6649,41432,2754,4
3365,8454,7512,442,4
3366,8982,54575,88,5
3367,8808,80772,4321,3
3368,6150,6259,4957,3
3369,8903,78718,4554,3
3370,6493,80001,3616,1
3371,7102,75715,427,2
3372,6423,28337,3064,2
3373,5979,12938,498,2
3374,8676,66361,2489,2
3375,8339,15224,2034,3
3376,7051,37132,1149,5
3377,8196,51806,4389,2
3378,8904,86375,1121,5
3379,8171,52811,2842,4
3380,8012,51504,552,5
3381,7244,60714,2668,2
3382,8348,61565,143,5
3383,8122,19442,3812,2
3384,8509,79957,3791,4
3385,6761,87751,2809,4
3386,7451,68283,2191,4
3387,7850,69075,1032,5
3388,7355,25434,125,4
3389,7333,25609,1022,4
3390,7430,62558,447,3
3391,7185,87995,3513,3
3392,7201,19426,2572,3
3393,7099,20998,4532,4
3394,7028,44515,1336,3
3395,6725,67607,2011,2
3396,6510,26809,168,4
3397,8186,52391,1368,1
3398,8980,23999,370,3
3399,8603,85543,3823,3
3400,6196,56489,1714,2
3401,6521,78941,4520,5
3402,5664,56839,1867,2
3403,6313,44685,210,5
3404,7792,41761,246,4
3405,8811,17683,2358,4
3406,6459,12147,4730,1
3407,6938,58122,491,3
3408,7262,21753,150,4
3409,6524,78843,1240,4
3410,6891,49707,2208,2
3411,6598,28403,1262,1
3412,5835,76349,1502,4
3413,6299,87686,4526,1
3414,8665,87716,1945,1
3415,8421,83781,1292,2
3416,8247,5690,99,2
3417,7641,84791,1676,4
3418,5855,33103,3725,1
3419,8270,20453,2962,2
3420,7030,25289,4790,5
3421,7323,33221,1657,3
3422,6536,30018,4637,1
3423,6535,26174,4232,4
3424,6196,86747,1714,5
3425,6039,32109,2382,2
3426,8419,31176,3084,2
3427,7716,81298,603,4
3428,8401,557,2144,2
3429,7229,80993,2460,1
3430,7695,84940,4767,1
3431,5901,72916,2838,4
3432,6055,35508,389,3
3433,7766,58113,3200,4
3434,6952,4092,3667,1
3435,8206,31373,435,2
3436,7551,21859,2786,1
3437,5812,26369,767,2
3438,8536,22332,3560,3
3439,7527,73701,647,2
3440,5897,78129,2816,5
3441,8488,24583,4016,5
3442,7870,51456,3938,2
3443,6286,23424,746,5
3444,8937,48260,3235,2
3445,7571,45038,1474,5
3446,8062,18228,3359,5
3447,5871,32874,4638,2
3448,6963,79474,3314,2
3449,5823,29121,1047,1
3450,7540,11606,1862,4
3451,6812,66854,306,2
3452,8969,4545,4240,4
3453,8895,29427,4448,2
3454,8641,42693,1738,4
3455,6743,28387,4050,2
3456,6870,53196,4025,5
3457,8632,82793,2432,3
3458,7494,31110,2114,3
3459,8250,36714,4967,5
3460,6173,50881,308,5
3461,6137,61434,4523,1
3462,7541,70184,4134,3
3463,8162,21706,1737,2
3464,8715,86413,1826,5
3465,8109,86743,1032,2
3466,6885,10013,1619,2
3467,8100,51872,4239,1
3468,5987,52665,3772,3
3469,8173,64362,1301,4
3470,7115,64685,3987,3
3471,6198,70455,2294,1
3472,7897,61421,4634,4
3473,7306,73112,1926,5
3474,8372,73650,1881,2
3475,8414,6604,2706,4
3476,7579,43168,1122,3
3477,7024,31997,2685,5
3478,7936,73590,4906,3
3479,8069,56902,4359,2
3480,6120,48571,2900,4
3481,7631,31230,4325,4
3482,6963,28929,3314,3
3483,8320,46477,1073,2
3484,7772,49959,914,4
3485,6511,86686,2436,2
3486,7376,63966,3688,5
3487,6625,39863,4920,4
3488,6174,13886,3641,3
3489,5859,69049,4324,5
3490,7797,74548,2742,3
3491,5957,66310,4663,4
3492,7778,82300,647,4
3493,7309,39194,1527,3
3494,6547,17584,4148,4
3495,6788,27177,792,4
3496,8449,62774,1719,4
3497,6783,72922,1999,1
3498,6591,47978,3421,2
3499,6100,59763,2883,1
3500,7464,12471,991,4
3501,8924,3083,3157,1
3502,6431,1469,2555,2
3503,6227,3968,4424,3
3504,6739,62224,1246,1
3505,6059,27406,4057,3
3506,6234,12325,3348,1
3507,6413,6096,1192,1
3508,7598,4762,2283,5
3509,5779,15119,1039,3
3510,7392,42938,1703,4
3511,7504,68881,541,3
3512,7761,72572,2722,3
3513,8789,87595,4732,3
3514,6202,57283,875,5
3515,7554,58312,2793,4
3516,8070,76620,3102,5
3517,8457,76671,4154,2
3518,6037,37321,2201,2
3519,7393,22219,3708,2
3520,6954,60917,2481,2
3521,6293,7301,1583,1
3522,7999,4215,4796,2
3523,7054,25143,2220,1
3524,7596,86898,4210,4
3525,8544,23152,836,1
3526,6670,23600,3755,4
3527,7577,87725,631,5
3528,8554,67524,196,4
3529,6208,31260,2135,5
3530,6289,42067,4851,4
3531,5920,37484,2424,1
3532,8191,52367,2834,1
3533,5937,25403,4367,5
3534,7250,49028,775,4
3535,5937,64773,4367,1
3536,5638,13944,859,4
3537,5867,74553,76,4
3538,7306,65998,1926,5
3539,8388,40722,2104,2
3540,5740,12705,343,5
3541,5960,31308,2709,3
3542,6580,47985,3420,3
3543,6942,19188,2935,4
3544,5744,49266,1925,4
3545,5758,31747,326,1
3546,6132,36096,1555,1
3547,8578,86477,2926,1
3548,7825,1728,4940,2
3549,6427,51318,2695,3
3550,5827,2312,4870,1
3551,6931,86368,4148,3
3552,7972,56137,2767,2
3553,7188,64291,957,2
3554,7090,54641,1136,3
3555,8661,67838,4923,1
3556,5692,19938,1129,2
3557,5881,46587,4599,3
3558,7989,22301,626,4
3559,8809,36849,332,4
3560,7777,35772,800,3
3561,6166,61907,3364,2
3562,6459,1322,4730,1
3563,7893,36533,1938,1
3564,5873,57572,1166,5
3565,6289,74330,4851,2
3566,5814,14437,3192,3
3567,7435,78434,4159,1
3568,8360,74060,1353,1
3569,8965,54390,846,4
3570,8611,10564,3239,1
3571,6832,82560,1703,2
3572,8490,79553,4686,5
3573,8281,69247,1637,4
3574,8082,47398,2344,4
3575,6156,54617,3236,3
3576,8825,69994,3493,2
3577,7968,51815,913,2
3578,5875,40596,1350,2
3579,8561,26652,421,5
3580,6165,61668,3546,4
3581,6697,13693,754,4
3582,8899,20446,1823,3
3583,5936,87218,61,4
3584,8061,35420,3944,4
3585,8841,83791,1212,1
3586,7212,48655,3298,1
3587,5779,85143,1039,3
3588,8206,16129,435,4
3589,7054,49156,2220,1
3590,8219,56821,2907,5
3591,6834,49655,2379,2
3592,6173,5758,308,2
3593,6068,71005,2071,5
3594,8283,41420,395,4
3595,6255,69264,1159,2
3596,5818,30435,780,1
3597,8968,140,3766,4
3598,7504,48426,541,4
3599,6964,39237,562,5
3600,8490,20852,4686,1
3601,6458,68752,1619,3
3602,6964,52184,562,1
3603,5649,61209,799,1
3604,5823,38522,1047,2
3605,7080,78557,2762,2
3606,5736,79777,3593,3
3607,5677,83971,1387,5
3608,5660,49083,1045,4
3609,6124,51685,3725,1
3610,8196,78232,4389,4
3611,5996,80057,1108,2
3612,6942,62864,2935,1
3613,8247,8989,99,5
3614,5909,66321,4479,2
3615,8186,603,1368,4
3616,8089,81671,3980,2
3617,8682,37084,2348,2
3618,7019,35364,4062,2
3619,8278,30177,956,2
3620,6617,79685,2917,4
3621,7061,52163,3421,2
3622,8217,63552,3270,3
3623,7100,8463,3855,4
3624,8385,75637,4587,5
3625,7871,30744,3051,2
3626,6688,27010,3325,1
3627,6775,3281,1934,1
3628,8007,66640,2762,5
3629,8851,21745,4612,1
3630,8281,8458,1637,5
3631,6067,85673,4192,3
3632,6712,58084,4909,3
3633,6622,80731,4328,3
3634,7321,51602,4894,1
3635,8235,70403,3113,1
3636,7597,85616,2290,3
3637,7372,71950,1262,2
3638,6586,22813,2287,5
3639,8671,58267,3933,1
3640,6562,73682,4263,3
3641,6821,54862,4364,1
3642,8348,33961,143,5
3643,8682,27799,2348,5
3644,7054,67126,2220,5
3645,7241,14246,1731,1
3646,8608,68881,1819,3
3647,8686,21533,650,4
3648,7044,53180,567,1
3649,6648,67833,2262,5
3650,6764,55980,3199,3
3651,6168,52183,2956,5
3652,6361,14024,2825,3
3653,8466,19208,4364,2
3654,8617,36170,2518,1
3655,5849,83312,1453,4
3656,7349,69196,3104,5
3657,6855,67414,950,3
3658,7794,71117,2716,3
3659,5937,21929,4367,4
3660,5650,70739,4511,4
3661,7080,65722,2762,2
3662,7726,4106,2153,4
3663,5614,22180,697,1
3664,6608,40827,4961,5
3665,6227,13554,4424,2
3666,6742,43507,3925,3
3667,7937,6665,2340,3
3668,7358,7663,1829,1
3669,6295,53325,2706,3
3670,8421,55942,1292,1
3671,6331,53911,160,4
3672,8988,78158,2606,1
3673,7211,1475,74,3
3674,8787,5210,247,3
3675,6039,87435,2382,4
3676,5757,33400,4832,4
3677,8818,18891,1065,2
3678,7741,84609,3848,1
3679,6219,49730,510,4
3680,8451,84913,2197,1
3681,8966,77637,1730,3
3682,7242,31717,255,4
3683,7686,66709,1583,5
3684,6494,18993,4028,5
3685,8534,44641,2519,1
3686,7457,66235,1674,3
3687,7243,21584,298,3
3688,7603,73554,2512,3
3689,7753,10606,70,5
3690,7700,35341,4557,5
3691,8712,71878,170,4
3692,8495,47728,4678,4
3693,8622,66235,2866,5
3694,6638,38345,326,3
3695,8900,34779,666,2
3696,5812,28216,767,5
3697,5840,57461,1814,3
3698,5623,80284,804,1
3699,8143,42841,1296,2
3700,6453,47147,2394,4
3701,8664,60026,429,4
3702,7017,20947,4635,2
3703,8543,29879,4995,1
3704,6154,73177,604,4
3705,8269,71397,714,5
3706,7749,76299,499,1
3707,8717,59511,4065,1
3708,7405,73149,242,1
3709,7333,50710,1022,3
3710,7893,32764,1938,5
3711,6458,4615,1619,1
3712,5952,39874,747,5
3713,7066,7371,4534,5
3714,8593,33363,3640,4
3715,7522,71962,1319,5
3716,7683,23301,3900,1
3717,8206,46855,435,1
3718,8303,65196,4297,4
3719,8380,44760,2055,2
3720,7355,47735,125,1
3721,8150,88666,3149,2
3722,6318,15536,1983,4
3723,8563,36566,2780,5
3724,6741,56351,268,2
3725,7935,57857,2505,5
3726,8236,61333,2008,3
3727,7136,3592,994,1
3728,6224,78238,707,2
3729,5740,34173,343,3
3730,6504,89221,1506,5
3731,6314,58095,4596,1
3732,5891,2225,473,4
3733,5630,61067,1525,3
3734,6474,43301,1827,4
3735,8576,65761,4494,4
3736,8015,65093,2149,3
3737,7680,35568,2721,5
3738,5762,2921,4844,3
3739,8425,54662,1961,4
3740,6065,3789,1480,2
3741,8495,14728,4678,2
3742,7284,63386,1106,1
3743,5757,48871,4832,3
3744,8419,55990,3084,4
3745,8366,71903,2429,1
3746,7844,3025,1483,3
3747,8812,29332,4363,3
3748,6067,32011,4192,3
3749,6840,36249,4501,2
3750,8036,75511,850,1
3751,8846,44778,238,3
3752,8509,41146,3791,2
3753,6415,63805,4572,1
3754,6988,16810,154,5
3755,7450,70367,4403,2
3756,6227,65381,4424,2
3757,7333,45706,1022,3
3758,7553,2476,4305,5
3759,6812,30672,306,3
3760,6034,3438,418,1
3761,7695,1261,4767,4
3762,8115,12750,288,2
3763,8254,25857,3109,5
3764,5834,28639,1209,5
3765,8361,76151,854,5
3766,5975,73268,1616,5
3767,8191,76571,2834,1
3768,8843,67779,4989,2
3769,7877,66138,3410,3
3770,8980,47074,370,2
3771,6695,49000,4368,5
3772,7896,26137,1110,3
3773,6199,49101,2173,4
3774,7204,59414,1844,2
3775,7945,12287,3630,4
3776,5667,34062,4113,1
3777,7918,47710,1334,4
3778,8218,50923,2870,3
3779,6818,50173,3583,1
3780,6704,72379,166,1
3781,8948,20377,2860,2
3782,7553,87018,4305,5
3783,7725,75801,3138,2
3784,6246,57802,3084,4
3785,8907,66514,3395,3
3786,7053,41404,563,3
3787,8537,53486,1618,1
3788,5881,46267,4599,1
3789,7431,53587,4162,5
3790,8992,83173,4953,3
3791,6113,25525,786,5
3792,8285,30463,1290,3
3793,8556,70528,410,1
3794,5970,86703,1622,1
3795,7227,53307,4470,1
3796,8291,56961,3735,3
3797,7073,89054,4592,4
3798,6376,42152,3722,5
3799,8297,71658,2532,1
3800,6178,59852,1482,3
3801,7621,40865,1880,4
3802,7073,21293,4592,1
3803,7200,81389,4159,1
3804,7844,56501,1483,1
3805,5958,80152,4589,3
3806,8460,38212,1439,4
3807,6758,75114,2827,2
3808,7089,87619,1107,1
3809,7222,53101,4701,4
3810,7349,79042,3104,5
3811,7653,10394,2608,2
3812,7490,47070,3832,4
3813,7716,59091,603,3
3814,7536,75615,1926,4
3815,6151,88012,3530,4
3816,7398,3134,1784,3
3817,6154,81173,604,5
3818,6180,56387,1623,5
3819,7819,28998,518,4
3820,5650,57218,4511,2
3821,8360,55958,1353,3
3822,7486,113,3354,2
3823,8191,69021,2834,4
3824,6635,85111,2538,1
3825,6472,27910,4821,4
3826,6232,67560,3291,5
3827,8923,29189,1091,4
3828,8714,18564,675,4
3829,7615,44765,155,5
3830,5641,73125,2788,2
3831,8569,1012,1309,3
3832,8549,22410,1707,4
3833,7918,49533,1334,3
3834,7507,83312,3948,5
3835,8534,21298,2519,4
3836,8983,30602,2931,4
3837,6568,81554,3932,2
3838,6053,9271,3942,3
3839,5630,84802,1525,5
3840,6758,55514,2827,5
3841,8573,30526,4763,2
3842,8392,32910,2757,4
3843,8453,6821,1811,4
3844,8324,45890,336,4
3845,8033,22409,1266,5
3846,6722,4287,3003,1
3847,5866,14639,2138,4
3848,8818,73336,1065,5
3849,7025,11317,3172,2
3850,7722,26153,451,3
3851,6439,70708,2085,2
3852,8397,49543,3703,1
3853,8954,27329,661,1
3854,8881,72335,3871,1
3855,8614,51003,3622,5
3856,7714,46714,4959,3
3857,8594,84715,3001,3
3858,6706,69446,4065,4
3859,8537,23139,1618,4
3860,5620,88102,3135,3
3861,6704,84991,166,2
3862,7013,44054,3384,1
3863,7934,59421,378,1
3864,8988,89766,2606,1
3865,6546,76339,854,4
3866,7895,29473,902,3
3867,6344,57699,2629,5
3868,7841,13655,4545,1
3869,7894,25093,4607,5
3870,5747,57019,4831,3
3871,6285,45619,4412,1
3872,7108,42891,2040,5
3873,8954,85090,661,5
3874,5663,88967,1160,2
3875,7311,40603,2071,1
3876,8195,78092,4779,5
3877,8994,65623,1364,3
3878,7097,16756,2433,3
3879,6879,10421,4937,5
3880,6699,62546,149,1
3881,7385,36288,1844,5
3882,8728,86702,765,3
3883,6711,73677,125,4
3884,8281,51640,1637,3
3885,6585,70846,328,4
3886,8755,50226,1661,5
3887,8714,32062,675,5
3888,8336,12994,3879,5
3889,6938,35344,491,3
3890,7729,17350,804,5
3891,6037,85162,2201,1
3892,8388,55788,2104,4
3893,8447,53704,3524,1
3894,7289,522,2952,3
3895,5964,39197,918,5
3896,7955,54070,3139,2
3897,8712,69684,170,2
3898,8493,13249,2956,5
3899,7815,22823,2582,1
3900,6373,60643,4841,3
3901,8605,85173,2233,3
3902,6504,12855,1506,1
3903,7699,52470,2753,1
3904,7634,8312,2532,2
3905,8339,58504,2034,3
3906,8086,85595,4890,3
3907,7832,52043,2278,5
3908,7731,55202,2129,5
3909,7235,21245,2940,1
3910,7581,76179,2249,4
3911,5997,81386,2555,1
3912,7246,3356,1925,4
3913,8532,75912,2239,2
3914,8669,75023,2690,3
3915,5761,2770,1339,5
3916,5708,67730,2319,5
3917,8825,21516,3493,1
3918,8679,24827,3454,1
3919,7925,57140,3955,4
3920,5887,49826,3422,4
3921,8768,39302,4420,3
3922,7367,518,3421,5
3923,7403,80291,170,1
3924,7569,40335,2048,1
3925,7972,55297,2767,2
3926,7786,70944,1974,3
3927,8311,77307,1998,4
3928,7333,67321,1022,5
3929,7188,29521,957,3
3930,7188,37103,957,2
3931,6934,31923,1209,3
3932,8103,86037,1974,2
3933,7307,34391,4050,5
3934,6460,41137,4657,4
3935,6478,46248,2809,1
3936,8331,71259,522,3
3937,5997,87792,2555,5
3938,5891,18339,473,4
3939,6208,37508,2135,3
3940,7561,40246,946,5
3941,6729,11222,3384,1
3942,7400,24090,2158,3
3943,8038,47552,2385,5
3944,8510,10475,3249,5
3945,6458,53511,1619,2
3946,6855,89026,950,1
3947,7967,80681,1354,4
3948,8892,7650,4182,2
3949,5705,55615,2192,5
3950,7925,5528,3955,2
3951,7842,69143,1575,4
3952,8191,15431,2834,4
3953,5851,10178,2375,5
3954,7365,40208,4583,5
3955,5658,77117,1152,5
3956,8791,83190,1973,5
3957,7042,81972,2637,3
3958,6212,78909,2231,4
3959,6418,15308,3219,4
3960,6730,48064,783,4
3961,8538,54373,1747,3
3962,5960,38276,2709,1
3963,6486,88794,4042,2
3964,6599,56882,4910,4
3965,6583,49929,3348,4
3966,8110,44914,1871,5
3967,6120,29628,2900,1
3968,7556,80281,2083,2
3969,7460,66564,2733,1
3970,8495,29720,4678,5
3971,7210,34540,2429,2
3972,7162,57894,255,2
3973,7967,64566,1354,1
3974,7730,43271,4552,2
3975,8052,1724,685,3
3976,6544,53427,3725,2
3977,8419,23684,3084,3
3978,8200,34429,2376,1
3979,6454,4981,110,4
3980,5708,18961,2319,4
3981,6886,32528,2067,4
3982,8268,9405,1509,4
3983,8110,563,1871,4
3984,7073,15816,4592,5
3985,7491,3439,3688,3
3986,7149,84182,2329,3
3987,6812,53975,306,1
3988,6810,1414,4725,5
3989,7279,49064,3999,1
3990,8653,23013,3095,4
3991,6639,7937,3988,3
3992,5962,44593,1343,3
3993,8094,60097,1270,4
3994,7113,46233,379,3
3995,8806,29400,2490,5
3996,6248,62153,4886,2
3997,7328,69975,903,4
3998,8645,42761,3573,3
3999,5664,79510,1867,5
4000,7784,35978,3115,3
4001,8669,79510,2690,4
4002,5714,49886,2508,1
4003,5995,62822,1120,2
4004,5779,12135,1039,2
4005,6155,19979,259,4
4006,6663,61593,1744,2
4007,8405,8252,1669,2
4008,8419,20947,3084,1
4009,6822,43441,1807,5
4010,7577,1269,631,4
4011,8798,66057,485,1
4012,6623,18259,779,4
4013,7504,73956,541,4
4014,7343,30881,2551,3
4015,7092,11309,1214,5
4016,7139,18484,514,4
4017,6569,58978,272,3
4018,5620,33336,3135,4
4019,5656,72018,112,5
4020,7621,51379,1880,1
4021,6457,72069,917,3
4022,6452,36023,4194,2
4023,6663,50039,1744,4
4024,7343,6550,2551,1
4025,8573,87209,4763,2
4026,7877,58171,3410,5
4027,8516,15844,3395,4
4028,7942,10159,1354,2
4029,6068,69813,2071,2
4030,7449,70918,1891,3
4031,7749,69530,499,2
4032,6659,26701,1743,3
4033,6354,26921,896,3
4034,8629,10984,2677,1
4035,7295,84419,3795,5
4036,7842,57801,1575,2
4037,7992,7270,2266,1
4038,6081,3695,3746,1
4039,5994,23177,958,5
4040,6948,87460,4924,2
4041,5772,85976,3406,3
4042,6510,3135,168,3
4043,6975,2569,1065,5
4044,6732,21239,4447,2
4045,8645,16446,3573,4
4046,7937,89537,2340,4
4047,7603,14184,2512,5
4048,8710,82803,3121,1
4049,8625,64257,3063,4
4050,8755,88225,1661,1
4051,6432,13150,4552,3
4052,8582,38499,4279,4
4053,6922,21346,3487,2
4054,7577,84476,631,2
4055,7824,13261,720,2
4056,6344,68494,2629,4
4057,6993,85300,943,5
4058,6635,13462,2538,5
4059,5888,76731,1445,4
4060,6163,13485,1583,1
4061,8322,86365,4731,1
4062,7105,36504,3693,5
4063,5812,30753,767,1
4064,8653,27601,3095,2
4065,5964,11908,918,4
4066,6934,23120,1209,4
4067,5937,10115,4367,3
4068,8731,67107,1301,5
4069,6473,484,3020,3
4070,6146,87695,1821,1
4071,8116,82406,521,4
4072,6517,85792,2010,3
4073,8223,87541,3888,3
4074,8604,89291,619,5
4075,6499,68956,4280,4
4076,8717,48225,4065,5
4077,8075,45566,4554,4
4078,5740,61551,343,5
4079,8283,29275,395,3
4080,7627,28643,3257,2
4081,7502,10235,3128,2
4082,6842,31711,2831,3
4083,5614,51041,697,1
4084,7385,29714,1844,3
4085,7533,37729,640,5
4086,6190,1794,4727,4
4087,8703,14928,3650,3
4088,7567,51060,2105,5
4089,7884,32896,3724,1
4090,8804,55950,3272,1
4091,5787,73283,784,4
4092,6095,55628,474,4
4093,8620,47635,1772,3
4094,5904,23938,1215,2
4095,8246,70249,2713,5
4096,8313,33168,301,3
4097,7256,74048,4540,5
4098,6165,40925,3546,3
4099,8904,58988,1121,5
4100,7491,73429,3688,5
4101,6511,70679,2436,4
4102,6190,61821,4727,3
4103,8953,73034,1121,4
4104,6561,33488,2166,2
4105,7161,66213,4316,1
4106,7654,11690,3935,2
4107,7586,19131,3533,3
4108,6845,69342,330,2
4109,7538,34262,1834,3
4110,6665,10626,4821,5
4111,7047,14810,4656,5
4112,7331,79259,2460,2
4113,7754,57314,4860,3
4114,8592,4825,2745,5
4115,8359,87758,2598,1
4116,7642,934,2265,1
4117,7937,57655,2340,1
4118,8937,32983,3235,3
4119,7080,2460,2762,4
4120,8884,12132,1029,1
4121,6964,80488,562,2
4122,6077,72292,1287,5
4123,5964,16756,918,5
4124,7486,77962,3354,4
4125,8787,72004,247,5
4126,7913,9127,148,1
4127,8602,19884,4088,3
4128,8322,2113,4731,2
4129,8270,44238,2962,4
4130,7773,52928,133,1
4131,7229,10687,2460,5
4132,8067,71253,1773,1
4133,6649,71158,2754,5
4134,8372,85993,1881,2
4135,6593,35509,1450,1
4136,7449,52778,1891,3
4137,6516,70302,4832,2
4138,7461,88420,4290,3
4139,8425,88847,1961,4
4140,8891,79811,1809,5
4141,6069,31099,360,2
4142,6245,10448,2044,4
4143,6344,12131,2629,1
4144,7716,55113,603,2
4145,7622,89361,4777,3
4146,7780,7914,535,5
4147,6962,66193,223,2
4148,8705,8616,930,3
4149,7188,78719,957,4
4150,5706,42263,3291,1
4151,8288,59587,4777,4
4152,8528,40272,3460,4
4153,7679,30297,2640,5
4154,6892,2327,1867,3
4155,5623,54526,804,1
4156,8272,89648,1329,1
4157,5944,6936,2460,5
4158,6335,41712,2241,3
4159,6173,17944,308,4
4160,6953,30619,3200,4
4161,5726,9152,655,1
4162,5741,27441,676,1
4163,8665,68668,1945,3
4164,5889,21346,589,2
4165,7252,84117,116,5
4166,8669,4421,2690,1
4167,6968,17232,1175,4
4168,7707,87158,3882,4
4169,8759,60429,1635,4
4170,6299,65448,4526,5
4171,8363,5575,2208,4
4172,8611,22567,3239,1
4173,6537,62166,4389,1
4174,6510,61506,168,1
4175,8780,13201,1068,4
4176,6459,56285,4730,4
4177,7639,14300,136,3
4178,8067,41243,1773,2
4179,7579,74831,1122,4
4180,5803,8282,2599,3
4181,6234,20448,3348,3
4182,6374,16291,3495,5
4183,5857,71498,3785,5
4184,8388,45840,2104,3
4185,6569,34283,272,2
4186,7200,19827,4159,3
4187,6435,29400,808,3
4188,8080,81791,1086,2
4189,5692,33085,1129,5
4190,7171,87129,2149,4
4191,7693,40352,2273,1
4192,7162,58471,255,4
4193,8630,53670,676,1
4194,8459,53492,803,4
4195,6915,84772,4007,3
4196,6620,61153,1535,1
4197,8860,21720,211,3
