reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2M05KVXUEZDDE,B00002X29G,JRAW_ILAGAN,"[0, 0]","Not the best ive purchased but it came with the right size for iphone 4 but the ones with the yellow handles are really just different sizes for a star screw, and none of them fits the iphone 4 star screw. You can always use it for another gadget though.",3,Repair Kit,1365379200,"04 8, 2013"
A2XGFPVV6P815H,B00002X29G,J. Rubino,"[1, 1]",Once or twice a month you need a smaller screwdriver than your always handy six -in-one. This setfills the bill nicely. When you need it you need it. A must have.,5,must have,1356220800,"12 23, 2012"
A2NSCZA69AEEYK,B00002X29G,Juan,"[0, 0]",this item came in a timely matter and fit the descrition the only thing that the plastic broke a little to easily but other than that every thing else is good,5,Great product,1360886400,"02 15, 2013"
ALDYVPJB1J69N,B00002X29G,Justin A. Wells,"[0, 0]","Nothing fancy but is extremely useful when you need it! love the tweezers and the big writing telling me which tool is which size. Took a while, 3-4 weeks i'd guess, but was worth the wait! I'd easily recommend them.",5,"Great kit, if you don't mind the wait!",1403568000,"06 24, 2014"
A290YNVKLZXXMU,B00002X29G,J. Warren,"[1, 3]",I received it today and it doesn't charge. I'm sure it is used - I found a piece of broken iPhone glass on the contact side.,1,used,1385510400,"11 27, 2013"
A3F8T3BRXRX5P3,B00002X29G,JWink,"[8, 10]","Like others have said here, the screwdriver set is solid and good quality and will last forever.  The issue of course here is that the screwdrivers are not a true jewelers set and will be too big for most jewelry/watch related tasks.  So if you are looking for that type of set, this isnt the one to use.",5,Solid quality set,1362960000,"03 11, 2013"
A1OPF5BWS3SBB6,B00002X29G,K. Kanczuzewski,"[0, 0]","It's $6 so I don't know if I'm asking too much. The screw drivers work and are slightly magnetized. The prying tool is completely junk and broke before I had even finished my task - a guitar pick is much more durable. The tweezers are also worthless. Get them for the screwdrivers, not for the other tools.",3,Iffy Quality Even for the Price,1400544000,"05 20, 2014"
A285PI5661DZST,B00002X29G,Linda J. Shores,"[1, 1]","I needed a new screwdriver set to work on laptops with, as most of my old ones have mysteriously disappeared. At the price, there was no way I was going to beat a set of Stanleys. The best part so far, to me, is that they come already magnetized. I put them to use the day I received them, and am quite happy with them.",5,They're screwdrivers,1394582400,"03 12, 2014"
A2QH1JEIQB8NLU,B00002X29G,LizonKindle,"[1, 2]","I purchased this battery to replace a water soaked one in an iPhone 4. I don't even know if it is charging or not as the unit won't turn on for me. The shipping is prompt, the packaging great, and the description is accurate.",3,Average,1383955200,"11 9, 2013"
A2DQ2KFLIMHKWT,B00002X29G,"Lois J. Waldron ""web devotee""","[0, 0]",now I have it. I can carry it with me and always have the perfect size tool for the little things that go wrong.,5,always wanted one,1390780800,"01 27, 2014"
A3HOS1YOFFSUJ4,B00002X29G,mass towing llc,"[0, 0]",i have used this kit to fix a bunch of cell phones  and price is right and tools work great,5,love it,1394841600,"03 15, 2014"
A1PC8VQFSIPC3M,B00002X29G,MDSONIC10,"[0, 0]","I'm sure that there is something that says it will not come as pictured, but still I was disappointed.The tools helped me get the job done, but they also did not hold up well. The plastic plying tools bent and broke fairly quickly. I can't say that it wasn't user error, but they seemed very cheap.",3,Not as pictured . . .,1388534400,"01 1, 2014"
AHUZ3M51IUAM4,B00002X29G,Mike,"[0, 0]","I bought this for my wife's 2 year old iphone 4S.  She said it seemed to work about the same or a little better than the old battery.  Not a huge improvement, but an acceptable replacement  if you need a new battery.",4,New battery iphone 4S,1393286400,"02 25, 2014"
AT65XR8QQLAFT,B00002X29G,Mr. Efficiency,"[16, 18]","This review is for the iPhone 5 battery and tool set. I realize now that the company is selling several different items under the same listing, so the reviews can be confusing and not accurate.Like many other &#34;power users&#34; (i.e. slaves) of their iPhones, I came to the end of the usefulness for my iPhone 5's internal battery. After lamenting on whether or not to buy some of the cheaper options available, I went with the &#34;you get what you pay for&#34; cliche and paid for the extra assurance that I was not getting a cheap knockoff.The battery I received had a manufacturer date only a few months from when I ordered the piece. Who knows how accurate that is, but if you're taking it at face value, I find certain comfort knowing that my battery hasn't been sitting on the shelf losing it's potential usefulness in holding a charge for my crushing of candies.After successfully opening my phone, I can confirm that all the labeling and signage match exactly to what is on the original battery in my phone. Any copycat can do this, but it gives me hope that this new battery comes from the same manufacturers as the OEM battery.The tools worked just fine for me. I was able to pry the top glass of my phone off by using the tools provided in the kit. Do some extra research around properly removing the battery. Use the clear plastic sheet under the battery to help lift it up and separate from the adhesive. That was the most challenging part of my battery replacement. After two months of use, I can make it through the whole day after heavy phone use without looking for a charger. My life is complete again!",5,Brought life back to my iPhone5,1401321600,"05 29, 2014"
A13MBNZ67UUTZ5,B00002X29G,myctenor,"[0, 0]",This is a good buy if it is what you are wanting.  I misread the product info and did not realize this is all Torx screwdrivers.,4,Read descriptions,1403481600,"06 23, 2014"
A2NXH3BQMAFAV0,B00002X29G,NCosmany,"[0, 1]",This was a great deal.  Easy to install and a direct fit replacement for the iPhone 4s.  Does what it should and hopefully it will last.,5,Lasts,1389052800,"01 7, 2014"
A20HIBVVPKODN1,B00002X29G,odavila,"[0, 0]","I fix my own phones and Tab 3 and Mac computers (desk top and laptop), and IPad(s). So having the right tools are very important to me. The price was the thing that did it for me. Great price!!",4,Just what I wanted!,1398816000,"04 30, 2014"
A2UVEKBBKK0U6I,B00002X29G,Panntastic,"[0, 0]",Purchased this to remove screws on my Samsung Galaxy SII but even the smallest tool in the set was too large.,3,Not exactly what I wanted,1391644800,"02 6, 2014"
A5P2GELSH3DLL,B00002X29G,Pete Wiebe,"[0, 0]",I bought this set and have repaired my android a few times already and it's a must have tool set when working on such small electronics,5,Android repair tool set,1360281600,"02 8, 2013"
A2PZ6Z9D2CT27P,B00002X29G,Philip E Gregg,"[0, 0]","Great tools, I still use them and I like the quality, great price as well.Good vendor.I would buy more.",5,Not bad quality,1362614400,"03 7, 2013"
A2AF0ISXVVB6SP,B00002X29G,planetmike,"[0, 0]","This tool set is better than expected. The machining and finish is very good. If used for small electronics and similar applications, this set should be durable.",5,Good Value,1398384000,"04 25, 2014"
A4QD1VRQ0QRSR,B00002X29G,Qianyi Xu,"[0, 1]","not bad,but Too little things inside is incomplete, and the bad use of hexagonal. But it is ok . thanks",3,It's ok,1363219200,"03 14, 2013"
A372P5H7NJ0PTT,B00002X29G,"R. Alexander ""Tech enthusiast.""","[1, 2]",This was a great deal for the set. High quality materials at a low price. I would recommend this product to a friend.,5,Great deal,1362009600,"02 28, 2013"
A1O9FVF4MWOHQR,B00002X29G,"Retired EE ""Daniel""","[0, 0]","Tools were required for opening GPS, iPOD, etc cases. Nice selection of sizes. The plastic wedge tool is easily damaged. A five star rating if it included a case (I would have even paid extra for a case)",4,Nice selection. Couldn't do without. Case would have been nice,1363824000,"03 21, 2013"
A3GPD3LRS8J7HC,B00002X29G,Richard edwards,"[0, 0]","the Torx screwdrivers were great, the tweesers were substandard, and the spluger was very cheap, mine broke the first time i used it.  For the price you cannot expect high quality.  all in all it did the job",4,Torx are great.. but,1374105600,"07 18, 2013"
A2UFNB9REUD4I3,B00002X29G,"Robert J. Curry ""Bob Curry""","[0, 0]",These were a supper price and while not supper strong they will do the job and you get a lot for your money.,5,Handy to have,1394496000,"03 11, 2014"
A2XRMQA6PJ5ZJ8,B00002X29G,Roger J. Buffington,"[1, 2]","For the price, you cannot beat this little Stanley screwdriver set.  This one features several very tiny standard and Phillips head screwdrivers.  If you have a need for very small head screwdrivers, this one is for you.  These are useful for messing with eyeglasses, certain electronics gadgets, and firearms.  I have several revolvers and pistols which have sight adjustments that have outrageously small adjustment screws.  For these sights this little kit is a must -- none of my other tools could manage to fit these screws but this one did.  That alone made it worth the Amazon price and this little kit has a permanent place in my range shooting bag.  RJB.",5,Nice little small screwdriver set,1369353600,"05 24, 2013"
ADSROQOYIG7E4,B00002X29G,Roy K.,"[0, 0]","This tool repair kit is useful for repairs on a laptop, smartphone, eyeglasses, and anything else with very small screws.",5,Useful Tool Repair Kit,1379203200,"09 15, 2013"
A2OGE7Q0N371GI,B00002X29G,RYAN  HOFFMAN,"[0, 0]",Had a mix up with getting the item and slow shipping but it was all resolved in the end so I am satisfied with the purchase,3,Alright,1379635200,"09 20, 2013"
A2EFS6ADELAH2X,B00002X29G,scott h,"[0, 0]",I really needed the torx driver tools to fix broken Nexus 4 back plate and this kit worked great. I'm really glad to have it around in case I need it again.,4,Overall good starter phone and Tab repair...,1371254400,"06 15, 2013"
A172331C2YM4IF,B00002X29G,Scott Ives,"[27, 32]","i ordered this to replace my iphone battery, i am a deployed soldier and now i have become the cell phone technition",5,awesome,1374105600,"07 18, 2013"
A1U671PFFQQDFI,B00002X29G,Smart Frugal Demanding,"[0, 0]","The battery worked very well! I used the screwdriver and the plastic pieces of the kit in replacement, and the tips of the spudger get bent without hard use - such as prying the old battery out. Still, a great value in a DIY kit to give new life to your tired iPhone 4S!",4,Nice battery and decent kit!,1392508800,"02 16, 2014"
A1DLXO4Y5TOSXJ,B00002X29G,Stephan S.,"[2, 2]","I tried two (yes, two) batteries and had to send both back because both were crap. I finally decided to spend a bit more hoping it would equate to more quality. Well that seems to have paid off (third time's the charm I guess). The battery itself replaced my old battery perfectly. It holds a charge well and reads the correct battery percentage. The included tools were a bonus. I already had a set of tools from replacing my wife's battery a while back. However these were much better. The old tools I had were stripping the tiny screw heads. This set of tools gripped the screw heads perfectly. Overall I'm very happy.",5,Perfect replacement for my worn out iPhone 4S battery,1401753600,"06 3, 2014"
A2YF68ETLDR39J,B00002X29G,teddyomen,"[0, 0]",very handy tools i mostly use it when i have to fix soomething small like phones docks and other cool stuff,5,great,1361491200,"02 22, 2013"
A2IQF161DYA68V,B00002X29G,Terry L Rhea,"[1, 1]","very nice quality set of screwdrivers. they sell bigger sets on here for cheaper, but made by a different company. DO NOT BUY THEM. if you want a quality precision set of drivers. this is the company to go with.",5,nice quality,1396137600,"03 30, 2014"
A2SM6AL5JNEJIA,B00002X29G,TJM,"[0, 1]","the tools are ok Just not quite what I  expected.  They were, however, better than the ones that came with the screen I ordered.",3,tool kit,1391472000,"02 4, 2014"
A2RZK8D5H6Q711,B00002X29G,Todd,"[0, 0]",Got this to replace an iphone5 battery that was only useable when it was tethered. Now it holds full charge and is ready to go. Great OEM repalcement. The tools are nice enough to use again too.,5,Works perfectly fine,1403049600,"06 18, 2014"
A25IKXPIBYPRKO,B00002X29G,"Troy A. Bowyer ""Gingervitis""","[0, 0]",You get what you pay for. They strip easily. VERY cheaply made. But I only needed them for a one time use and I didn't have to spend a bunch of money so I can't really complain. But if you will need them more than once...spend the money on good tools.,3,"Ok, but you get what you pay for...",1363132800,"03 13, 2013"
A3U52V5ZAHZZKU,B00002X29G,"Wayne Crenwelge ""teacher""","[1, 1]","I have never bought an actual set in a box before.  Over the years I have just cobbled together an odd assortment of small screwdrivers.  This was well rated, inexpensive, and in a case.  It is all that I expected.  It works for me.",5,Needed it for our Glasses,1352505600,"11 10, 2012"
A3UDDBB4J94R7E,B00002X29G,Zach Halligan,"[0, 0]",Good but if you plan to repair or take apart apple products this kit is completely useless and won't be worth it,4,Good,1353888000,"11 26, 2012"
A2EMG7NII6RF2F,B00004WINT,"88@48 ""applemac""","[1, 1]",Was about ready to send my Jawbone Era back. Then I ordered the Jabra ear gels. Now I can wear my Jawbone all day! Aliph should include these with the Jawbone headsets. And I intend to tell them! Jawbone Era is awesome too!,5,Works great with Jawbone Era,1303084800,"04 18, 2011"
A37XJZF145XH5B,B00004WINT,A. Trujillo,"[4, 4]","I bought these eargels for my bluetooth, which happens to be a Samsung WEP200, and it fit it perfectly. Gives great comfort and a perfect fit. Comes with more than just three. Comes with a whole bunch. Highly recommended product",5,Comfort at last,1214265600,"06 24, 2008"
A3CTFKTUWVDIR2,B00004WINT,Bryan,"[0, 0]","I bought these to use with my Jawbone Era bluetooth headset.  The Era comes with 9 different options for ear inserts.  But I always felt like the earpiece was about to fall out, unless I jammed it into my ear so far that it became uncomfortable.Enter the Jabra EarGels...  These made a huge difference.  It fit perfectly onto my ear (the nub on the top goes into the spot above the ear hole).  I could wear this all day.  I wouldn't wear these eargels without having an over-the-ear hook attachment on my Era, but these have made a huge difference for the comfort of my bluetooth earpiece.",5,Music to my ears,1382313600,"10 21, 2013"
A28OAHIFJD51F6,B00004WINT,cdzo72,"[0, 0]","The eargels fit to the earpiece is fine, nice and tight, but as far as actually getting ANY of the sizes to comfortably fit, FORGET IT",1,Impossible to wear,1367193600,"04 29, 2013"
A30HTH72XPYK33,B00004WINT,Chris B. Hirner,"[0, 2]",I got these for my jawbone headset. Many had said they work great. but for the life of me i cant figure out how you get them to work short of superglue and even then they are too quiet to hear so i guess they work on the jabra they are designed for but not the jawbone.,1,How is this supposed to work?,1232150400,"01 17, 2009"
A2PL4KZQJ0VFOB,B00004WINT,"D. Dell ""Dell""","[8, 8]","On the recommendations of a few reviewers, I tried these gels for my Jawbone headset. Unfortunately, they did not fit well and came off every time I took the headset off. That was too bad because they did seem somewhat comfortable and did direct the sound into my ear for a louder and clearer sound. However, I returned them because of the poor fit. They would probably work well on some other headsets. If they fit your headset then I would give these gels a try.",3,"Did not fit my headset. Otherwise, seems good.",1200528000,"01 17, 2008"
A2R6YO9SS00IKZ,B00004WINT,EMS Pilot,"[0, 0]","When I first installed one of these on my new Jawbone II, they were fantastic.  They fit my ear canal perfectly, negating the need for the ear loop that came with it.  Unfotunately after a few days they started rejecting my headset.  The ear pieces would not stay on the Jawbone, and they would no longer stay firmly in my ear.  I tried washing and drying them thoroughly, but that only helped for an hour or so.  I am not sure what the fit problem is, but they turned out to not work for my Jawbone II and me at all.",1,Not well suited for the Jawbone II,1279756800,"07 22, 2010"
A1N4CEKIJW5RW,B00004WINT,Eric,"[0, 0]",these were advertised to fit the habra stone.  they did not. i don't know if they changed the advertisement since then but it was aid to be a package with the habra stone so i got it. not even one piece fit.  threw them away,1,don't buy,1361145600,"02 18, 2013"
A2AOVFVDFE4F3O,B00004WINT,Forgr8ness,"[0, 0]",I bought these to redirect sound into the ear for my jawbone. TO that end it worked like a champ. the only issue I have is that after about a year they started to yellow. I guess that is common with these clear jelly products though.,4,Works,1365897600,"04 14, 2013"
A2IK4UWGPJD3UD,B00004WINT,Jan Miedecke,"[0, 0]","The Jabra Eargels are wonderful.. I cannot believe how comfortable, and user friendly they are.  Thank you, if not for these, I could not use my bluetooth.Great Merchandise..",5,GREAT,1210291200,"05 9, 2008"
A384G18UX8V88H,B00004WINT,Jay,"[0, 0]","I purchased these because the original ear pieces from jabra were OK but left me pushing on my headset constantly trying to get it in my ear more.  Which, unfortunately, resulted in a lot of accidental button pushing and disconnecting calls.I saw these on Amazon and thought they were worth trying.  I loved that you get basically 6 ear gels in 3 sizes for both right and left error.I found a size that fit my ear perfectly and was able to use the headset without the earband which was a surprise.The ear gels are gentle and fit in the ear.  Only reason I am giving them 4 stars instead of 5 is that it takes quite a bit of adjusting and finesse to get the gel on the headset.  Also, while I enjoyed the product I feel it may be slightly over priced for what you get.But overall a great product and the sound is now channelled directly into my ear so I don't have to keep pushing my headset in to hear.  I would recommend this product to others who find the jabra sound decent but also wish it would go in the ear a little more.",4,Great companion earpiece for your Jabra headset,1385856000,"12 1, 2013"
A2KJGOWEUUEL6I,B00004WINT,"Larry L. Powell Jr. ""godsson""","[0, 1]",people should buy headsets to fit these things bc they are so essential..A must have for any headset that will fit them,5,great product,1258848000,"11 22, 2009"
AQN2BKCXMH02H,B00004WINT,Neal Mccuistion,"[0, 0]","These Ear Gels Work Very Well, Comfort Is The Main Reason I Bought Them, Fit The Ear Very Well, The Price Was Right, You Will Not Go Wrong With These Ear Gels, That Is Why I Gave Them Five Stars",5,Great Ear Gels,1305158400,"05 12, 2011"
AXQJG7M1ARMKR,B00004WINT,Rob,"[0, 0]",Works great on ear buds. I bought these to put on my basic ear buds and have them fit more comfortable so I can wear them longer. Great for wearing in the car during long drives.,5,Great,1377216000,"08 23, 2013"
A2DS8QCXON1Z4K,B00004WINT,Sara,"[0, 1]",I bought these so my headset would be more comfortable...These hurt your ears just like the one that comes with it no matter what size you use. I wouldn't recommend this to anyone...Don't waste your money.,1,Not worth any amount of money,1362355200,"03 4, 2013"
A2CW6HY2ENGG3L,B00004WINT,Steven R. Ballard,"[0, 0]","Purchased the Jawbone bluetooth headset. It was just not comfortable, but with these all is great now. Could not ask for a better set of earpieces. Great use of my money to get these.",5,Jawbone Just got perfect,1323129600,"12 6, 2011"
A3PEM0PUG9YHD5,B00004WINT,usnrma,"[0, 0]","These are the exact ones that I was looking for but there is one problem.  They are supposed to be clear but they arrived yellowed in the package.  It is obvious that they are new, but they have yellowed and are no longer clear.  I bought these to replace existing ones that I have that have yellowed but not to the extent of these new ones.  I have had the previous ones since 2010.  I will keep as spares but am unhappy with the condition of these EarGels.",3,They are ok,1390435200,"01 23, 2014"
A2BH04B9G9LOYA,B000056PYW,Alex P.,"[1, 2]","I like this Jabra earboom so much that I have purchased 6 of these so far.  And that is my biggest complaint, is their poor quality of workmanship.  They work well but just don't last.  Granted, I'm a road warrior and my earbooms probably go through more abuse than a casual user.  The reason I keep buying them is the audio quality is fantastic and the fit within my ear is solid.  I keep two spares on hand at all times so as soon as one fails I can throw it away and move on.  At this price, I can afford it.  Also, Jabra customer services is great.  I lost the windscreen for the boom mic once and an email to them got me a set of windscreens in my mailbox, no charge.",5,Wonderful,1033689600,"10 4, 2002"
A5JLAU2ARJ0BO,B000056PYW,"Gadgester ""No Time, No Money""","[4, 6]","The gel inserts on the Jabra is quite uncomfortable, at least for me.  It's a bit hard to make the earbud stay in my ear, and forget about jogging wearing this.  Also the insert comes off very easily, and if a friend wants to borrow it and has different size of ears, you need to find the other sizes of the insert.  Sound quality is mediocre, as callees often complain about wind noise from my end.  I'm not happy with these.",2,"Not comfortable, inconvenient",1077667200,"02 25, 2004"
A17BUUBOU0598B,B000056PYW,"Mark ""Technology, Music and Movies""","[13, 14]","Jabra makes, by far the best hands-free devices on the market.  This particular model, the EarBoom, is not with it's faults.  However, it will meet your needs for the most part if you figure out it's peculiarities.Jabra provides multiple ear gels for comfort and for left ear or right ear use.  The criticism that they are hard to get used to is valid.  You have to try putting them in different ways till you figure it out.  The instructions are not a substitute for trial and error I suppose.As for the hands-free jack on your phone, you have to make sure you have a 2.5 millimeter jack.  That is the one with 2 stripes on the plug.  Unfortunately, a specific compatibility list is hard to come by.  Look at the specs for your phone and give it a try.The microphone will capture sound just fine, despite the short arm.  If you find people are telling you your voice is muffled, you must slighly twist the microphone head.  I have found that sometimes, if it is at the wrong angle, it will not capture sound as well.  The arm is flexible enough that it can be adjusted slightly.I also prefer the EarWave Boom or the EarWrap, which have wraparound ear attachments and a slightly longer more solid arm.  The Jabra EarWave Bud doesn't have a microphone arm, but instead has the small mic on the cable with a clip to attach it to your tie.  Personally I don't like those models.  I have not found much difference in sound quality, though the EarWave Boom and the EarWrap are somehow easier to figure out.For difficulty of use and for a microphone arm style that I just don't like, I have docked this unit 2 stars.  It should be noted that none of Jabra's newer models have this microphone arm any longer  But this is good bang for the buck.  Try other higher end models if you are more demanding, like I am, and are willing to spend the money.",3,A good unit at a great price.  Worth a shot.,1107475200,"02 4, 2005"
A2IY505RJ8S9L3,B000056PYW,Randall S. Rogers,"[0, 0]",these are the very best quality at a AWESOME price.Save $20. over a cell phone company price.,5,Jabra Earboom,1227571200,"11 25, 2008"
AVP1NL6GYMVR,B000056PYW,RDSWY4,"[0, 0]",These things were terrible.  The &#34;Boom&#34; would keep pulling the ear but out of my ear and I couldn't keep anything in place. The cord was very flimsy... It was just an all around bad buy.  Wouldn't do it again.,2,Bad Idea... Bad Design...,1195948800,"11 25, 2007"
AUG0C084W05KI,B00006JPFU,"Amazon Customer ""average joe""","[4, 4]","Yeah, I know, they warned me; but I thought I was smarter than the average bear- not so.If you have auto reverse on your tape player and you cannot shut the feature off, this will not work.  It may work for a few minutes at a time, but will always end up frustrating you by switching every few minutes.If you can turn off the auto reverse (or don't have it), it's a very solid product that sounded great.For those like me who need a FM transmitter instead of the tape version, I'd suggest the Soundkase FM Transmitter for iPod & MP3s.  We've been using it for a week or 2 with good results (and from my research, probably the best results you can get if you can't use a tape connection).",4,"Works great, but NOT IF YOU HAVE AUTO REVERSE!!!",1171584000,"02 16, 2007"
A3GOQ954D4YYLS,B00006JPFU,Amazon Customer,"[0, 0]","Good Item, BUT.....The sound could be better...U get what u Pay For!!$8.00 for this as opposed to minimum $130 for a CHEAP CD installed in the dash.Well worth the couple of $$$",5,"Good Item, BUT.....",1306195200,"05 24, 2011"
A3RKFXECNEB6QP,B00006JPFU,anonymous,"[0, 0]",Not really worth getting.Except for very limited application this is not an good way to connect a audio device to the car stereo.this item creates a bunch of mechanical noise and in addition the sound quality from the attached device is very poor. It works but is not worth listening to unless one has to.  As limited as the fm transmitters are they have significantly better sound quality.  I'd return this except it would cost more to ship than it is worth.,3,functional but?,1273536000,"05 11, 2010"
A1UPZM995ZAH90,B00006JPFU,Brian,"[0, 0]",My moms car couldn't have an upgraded radio (freaking saabs...) but one of the two positions didn't work. Still worked for her though.,3,Coby CA-747 Dual Position CD/MD/MP3 Cassette Adapter,1390089600,"01 19, 2014"
AJPKDAFL8B7MO,B00006JPFU,Charles E. Paddock,"[0, 0]","Great for the price.  Sound quality is not what it should be, I think, but my kids love it.  I like the idea and am going to buy one for my car, but a different brand to see if there is a difference in sound.",3,Easy to use,1333238400,"04 1, 2012"
A2BC07FXP1LZIS,B00006JPFU,DaBump,"[0, 0]","I was worried about having problems with the Auto Reverse, but it worked the very first time in my '05 Audi A4 with factory stereo. The sound quality isn't CD level, but then again its better than my old FM transmitter.",4,Works in 2005 Audi A4,1302652800,"04 13, 2011"
A318XV56UYB6R6,B00006JPFU,Daniel Brockman,"[1, 1]","I tried using it with my Sansa Clip MP3 player in my Toyota MR2. The car makes a lot of noise in any case, so I'm not holding out for audio lab quality. However, the product made a quite audible (at low automobile speeds) click-click-click. I might have been able to tolerate that. However, there was also an electronic whistle increasing in frequency with the RPM of the engine. The whistle interfered excessively with the intended sound from the player. The volume of the Coby CA-747 was ok. I hadn't thought that would be an issue until I bought a comparable Maxell cassette adapter at Long's to replace the Coby CA-747. The volume with the Maxell product was very weak, and I had to turn it way up. The Maxell didn't go click-click-click, but it whistled, too. So both the Maxell and the Coby get 1 star from me. I'm trying out the offering from Philips next...",1,Clicking and Whistling,1228867200,"12 10, 2008"
A3844A0T1QNFGJ,B00006JPFU,Eric S,"[1, 1]","Purchased this to try out in the workplace. Don't have access to a decent sound system, so wanted to be able to pipe some mp3s through the clunky boom boxes that are available, without having to lug around a CD case. I was very pleased to find the sound quality is excellent. Playing mp3s from a phone or player sounds more clear and louder than if I were to tune in a radio station. This model had some of the best reviews on the site, and it appears to be a good unit so far. I had to go with 5 stars because you can't beat the price for something that works this well.**Update** It has been about a couple of months so I thought I should add that this unit has worked out great so far. It gets many hours of use and delivers very clean sound. I couldn't be happier with this purchase.",5,Great value and functionality,1325203200,"12 30, 2011"
AHS6PX6H22WW1,B00006JPFU,"H. Wang ""jwangamazon""","[12, 13]","I have been using this Coby CA-747 Cassette Adapter for more than 2 years to use my car stereo to play audio of my DVD-player and CD-player. Until lately, my car tape player kept rejecting it out. I thought it was broken and I was about to buy this same product from Amaonz again. While reading some other people's reviews, I bump into R. Penny's feedback on 10/26/05 about the ""skip"" mode as following:""One thing to keep in mind when using any product like this - some (but not all) car tape players have a ""skip"" mode. When a tape player's ""skip"" mode is active, it listens for silent portions of the tape. If it is detects any silence for more than a few seconds, it will automatically go into fast forward until it ""hears"" sound again. If your tape player has a ""skip"" mode, be sure to cancel this mode - i.e., put the player in ""normal"" play mode. Otherwise, you will find the tape player trying to ""fast forward"" over any silent portions of your audio feed.""This is exactly the problem that I was having. By turning off the ""skip"" mode of the car tape player, my car tape player does not reject the Coby Cassette Adapter anymore.Again, even if it is indeed broken, I will buy the same product again. Very good product for the money.",5,Excellent product.,1151884800,"07 3, 2006"
A22S7D0LP8GRDH,B00006JPFU,"Jacob Hantla ""hantla.com""","[0, 0]","I bought this cassette adapter to replace my old one who's cord got ripped in half when stuck in my door. I get better sound out of this one than I did from my other one that I originally bought for more than twice the price.The best part of this cassette adapter is that the cord is coiled, and can be stretched to be super long (probably at least 8 feet although I have not checked) yet when no tension is applied (during normal use or storage) the cord is only about 3 feet long. This keeps it from getting stuck in things like car doors or wrapped around steering wheels or getting all tangled which my old adapter did.I am very pleasantly surprised at this adapter. I more than got my money's worth out of it.",5,Great Product @ Bargain Price,1240099200,"04 19, 2009"
AQCDKQI0X2WV0,B00006JPFU,Jay Johnson,"[0, 0]",works great in my 2002 honda accord!  other adapters have either gimped the frequency range or only come out of one speaker.,5,Great for a Honda!,1386028800,"12 3, 2013"
A35RVIGAZP6DUB,B00006JPFU,J. Miner,"[0, 0]","Just for kicks I did a ""local order"" at 2am Monday morning because it said the package would still arrive on Monday. I didn't believe it, so I figured, ""I'll pay for that and when it doesn't arrive on time I'll get my money back for the shipping cost"" (I mean come on, it was 300 miles south of me!!).  Only 12 hours later the package had come 300 miles onto my doorstep.  That my friends is dedication to one's time commitment. Wow.As far as the product goes I love it! The plug is the stretchy spiral type so it doesn't hang around getting tangled on my feet while I'm driving.  It was way better than that last stupid cheap one I bought at best buy that the cord wore out on after 2 months.  The sound quality is really not bad once you learn how to adjust the volumes properly. Everything you should expect from a cassette adapter.In order to get the volumes adjusted for optimal sound quality (without that white noise the tape players give off), adjust your phone or other mobile music device to 75% volume and keep it there while plugged in.  From this point just use your car's volume to amplify the volume.Good luck!",5,A giant eagle flew with all haste to deliver this package,1332720000,"03 26, 2012"
A2I6ZYR7WLA9IM,B00006JPFU,"ksd ""ksd""","[0, 0]",This item doestn work on 2001 Chevy suburban.I tried too many things to get it work but no chances anyways dual position thing is good for using with different players.,2,Doesn't work Suburban,1326585600,"01 15, 2012"
A2LRIURBNT9IDF,B00006JPFU,L. Helm,"[0, 0]","I have a cassette player in my car and wanted to be able to plug my MP3 player into it. This adapter looks like a cassette with a wire coming out of the end. It slides into my car player and when I plug it up to my mp3 player, it plays through the system with no problem. I have not had any trouble from it yet as others have written about. I went on a trip 2 weeks ago and used it for several hours. It worked great.  The wire can be changed to come out of the side or the back, depending on which way your auto player is oriented.",5,Play my mp3s in the car,1169078400,"01 18, 2007"
A2598AUBUWDZMG,B00006JPFU,M. Jones,"[0, 0]",I opened it and didn't see where the springs were.. If anybody can take a pic or describe it I will love u so much. Good product but i was getting the reel error on my tape display in my ford expedition. It makes my blackberry phone sounds great. Dislike the radio so please help me.,3,Need instructions on where to put it back together ..the springs!,1226361600,"11 11, 2008"
A3LIOQ6M991VBX,B00006JPFU,nikki,"[1, 1]","OMG , if u have a tape deck and need AUX use this product , it's not exspensive and sounds great and works with MP3 , CD players , phones . its got awsome sound !!! way better than a FM Transmitter !!!!!",5,LOVE IT !!,1358985600,"01 24, 2013"
